key,rule,severity,type,component,project,file_path,line,message,status,effort,debt,author,tags,creationDate,updateDate,closeDate
AZhSLmwew-UIMmo8ra6g,cpp:S5817,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,151,"This function should be declared ""const"".",OPEN,5min,5min,trevor.bakker@protonmail.com,"confusing,pitfall",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6h,cpp:S5817,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,175,"This function should be declared ""const"".",OPEN,5min,5min,trevor.bakker@protonmail.com,"confusing,pitfall",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6U,cpp:S1117,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,204,declaration shadows a field of 'heimdall::SBOMSigner::Impl',OPEN,5min,5min,trevor.bakker@protonmail.com,"based-on-misra,cert,pitfall,suspicious",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6i,cpp:S3776,CRITICAL,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,261,Refactor this function to reduce its Cognitive Complexity from 29 to the 25 allowed.,OPEN,9min,9min,trevor.bakker@protonmail.com,"architecture,brain-overload",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6j,cpp:S134,CRITICAL,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,286,Refactor this code to not nest more than 3 if|for|do|while|switch statements.,OPEN,10min,10min,trevor.bakker@protonmail.com,brain-overload,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6k,cpp:S134,CRITICAL,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,307,Refactor this code to not nest more than 3 if|for|do|while|switch statements.,OPEN,10min,10min,trevor.bakker@protonmail.com,brain-overload,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6V,cpp:S3230,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,324,"Do not use the constructor's initializer list for data member ""pImpl"". Use the in-class initializer instead.",OPEN,10min,10min,trevor.bakker@protonmail.com,"cppcoreguidelines,performance",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6l,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,333,"Use the init-statement to declare ""init_result"" inside the if statement.",OPEN,2min,2min,trevor.bakker@protonmail.com,"clumsy,since-c++17",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6m,cpp:S859,CRITICAL,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,357,const_cast removing const qualification from the type of a pointer may lead to an undefined behaviour.,OPEN,20min,20min,trevor.bakker@protonmail.com,"cert,cppcoreguidelines,misra-c++2008,misra-c2004,misra-c2012,suspicious",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6n,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,382,"Use the init-statement to declare ""init_result"" inside the if statement.",OPEN,2min,2min,trevor.bakker@protonmail.com,"clumsy,since-c++17",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6o,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,424,"Use the init-statement to declare ""init_result"" inside the if statement.",OPEN,2min,2min,trevor.bakker@protonmail.com,"clumsy,since-c++17",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6p,cpp:S6009,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,508,"Replace this const reference to ""std::string"" by a ""std::string_view"".",OPEN,2min,2min,trevor.bakker@protonmail.com,since-c++17,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6q,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,518,"Use the init-statement to declare ""init_result"" inside the if statement.",OPEN,2min,2min,trevor.bakker@protonmail.com,"clumsy,since-c++17",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6r,cpp:S1181,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,527,Catch a more specific exception instead of a generic one.,OPEN,20min,20min,trevor.bakker@protonmail.com,"bad-practice,cert,cppcoreguidelines,cwe,error-handling",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6s,cpp:S1181,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,569,Catch a more specific exception instead of a generic one.,OPEN,20min,20min,trevor.bakker@protonmail.com,"bad-practice,cert,cppcoreguidelines,cwe,error-handling",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6R,cpp:S1135,INFO,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,584,"Complete the task associated to this ""TODO"" comment.",OPEN,0min,0min,trevor.bakker@protonmail.com,cwe,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6W,cpp:S6177,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,609,"Reduce verbosity with ""using enum"" for ""heimdall::SignatureAlgorithm"".",OPEN,2min,2min,trevor.bakker@protonmail.com,since-c++20,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6t,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,613,"Use the init-statement to declare ""init_result"" inside the if statement.",OPEN,2min,2min,trevor.bakker@protonmail.com,"clumsy,since-c++17",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6u,cpp:S1181,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,633,Catch a more specific exception instead of a generic one.,OPEN,20min,20min,trevor.bakker@protonmail.com,"bad-practice,cert,cppcoreguidelines,cwe,error-handling",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6w,cpp:S1181,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,662,Catch a more specific exception instead of a generic one.,OPEN,20min,20min,trevor.bakker@protonmail.com,"bad-practice,cert,cppcoreguidelines,cwe,error-handling",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6v,cpp:S6004,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,675,"Use the init-statement to declare ""sigJson"" inside the if statement.",OPEN,2min,2min,trevor.bakker@protonmail.com,"clumsy,since-c++17",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6S,cpp:S1135,INFO,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,692,"Complete the task associated to this ""TODO"" comment.",OPEN,0min,0min,trevor.bakker@protonmail.com,cwe,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6x,cpp:S3776,CRITICAL,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,707,Refactor this function to reduce its Cognitive Complexity from 58 to the 25 allowed.,OPEN,38min,38min,trevor.bakker@protonmail.com,"architecture,brain-overload",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6y,cpp:S5817,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,707,"This function should be declared ""const"".",OPEN,5min,5min,trevor.bakker@protonmail.com,"confusing,pitfall",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra61,cpp:S6003,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,718,"Replace this use of ""push_back"" with ""emplace_back"".",OPEN,2min,2min,trevor.bakker@protonmail.com,"clumsy,performance,since-c++11",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra62,cpp:S886,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,723,Refactor this loop so that it is less error-prone.,OPEN,10min,10min,trevor.bakker@protonmail.com,based-on-misra,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra63,cpp:S6185,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,727,Use std::format instead of concatenating pieces manually.,OPEN,3min,3min,trevor.bakker@protonmail.com,"clumsy,since-c++20",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra64,cpp:S886,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,734,Refactor this loop so that it is less error-prone.,OPEN,10min,10min,trevor.bakker@protonmail.com,based-on-misra,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra65,cpp:S6185,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,738,Use std::format instead of concatenating pieces manually.,OPEN,3min,3min,trevor.bakker@protonmail.com,"clumsy,since-c++20",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra66,cpp:S886,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,745,Refactor this loop so that it is less error-prone.,OPEN,10min,10min,trevor.bakker@protonmail.com,based-on-misra,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra67,cpp:S6185,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,749,Use std::format instead of concatenating pieces manually.,OPEN,3min,3min,trevor.bakker@protonmail.com,"clumsy,since-c++20",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra68,cpp:S886,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,756,Refactor this loop so that it is less error-prone.,OPEN,10min,10min,trevor.bakker@protonmail.com,based-on-misra,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra69,cpp:S6185,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,760,Use std::format instead of concatenating pieces manually.,OPEN,3min,3min,trevor.bakker@protonmail.com,"clumsy,since-c++20",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6-,cpp:S886,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,767,Refactor this loop so that it is less error-prone.,OPEN,10min,10min,trevor.bakker@protonmail.com,based-on-misra,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6_,cpp:S6185,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,771,Use std::format instead of concatenating pieces manually.,OPEN,3min,3min,trevor.bakker@protonmail.com,"clumsy,since-c++20",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwfw-UIMmo8ra7A,cpp:S886,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,778,Refactor this loop so that it is less error-prone.,OPEN,10min,10min,trevor.bakker@protonmail.com,based-on-misra,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwfw-UIMmo8ra7B,cpp:S6185,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,782,Use std::format instead of concatenating pieces manually.,OPEN,3min,3min,trevor.bakker@protonmail.com,"clumsy,since-c++20",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwfw-UIMmo8ra7C,cpp:S6003,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,792,"Replace this use of ""push_back"" with ""emplace_back"".",OPEN,2min,2min,trevor.bakker@protonmail.com,"clumsy,performance,since-c++11",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwfw-UIMmo8ra7D,cpp:S886,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,797,Refactor this loop so that it is less error-prone.,OPEN,10min,10min,trevor.bakker@protonmail.com,based-on-misra,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra6z,cpp:S134,CRITICAL,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,799,Refactor this code to not nest more than 3 if|for|do|while|switch statements.,OPEN,10min,10min,trevor.bakker@protonmail.com,brain-overload,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwfw-UIMmo8ra7E,cpp:S6185,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,801,Use std::format instead of concatenating pieces manually.,OPEN,3min,3min,trevor.bakker@protonmail.com,"clumsy,since-c++20",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwfw-UIMmo8ra7F,cpp:S886,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,808,Refactor this loop so that it is less error-prone.,OPEN,10min,10min,trevor.bakker@protonmail.com,based-on-misra,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwew-UIMmo8ra60,cpp:S134,CRITICAL,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,810,Refactor this code to not nest more than 3 if|for|do|while|switch statements.,OPEN,10min,10min,trevor.bakker@protonmail.com,brain-overload,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwfw-UIMmo8ra7G,cpp:S6185,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,812,Use std::format instead of concatenating pieces manually.,OPEN,3min,3min,trevor.bakker@protonmail.com,"clumsy,since-c++20",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwfw-UIMmo8ra7H,cpp:S3776,CRITICAL,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,823,Refactor this function to reduce its Cognitive Complexity from 29 to the 25 allowed.,OPEN,9min,9min,trevor.bakker@protonmail.com,"architecture,brain-overload",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwfw-UIMmo8ra7I,cpp:S1172,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,823,"Remove the unused parameter ""originalJson"", make it unnamed, or declare it ""[[maybe_unused]]"".",OPEN,5min,5min,trevor.bakker@protonmail.com,"based-on-misra,cert,unused",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLmwfw-UIMmo8ra7J,cpp:S1181,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/common/SBOMSigner.cpp,Heimdall-SBOM_heimdall,src/common/SBOMSigner.cpp,884,Catch a more specific exception instead of a generic one.,OPEN,20min,20min,trevor.bakker@protonmail.com,"bad-practice,cert,cppcoreguidelines,cwe,error-handling",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLm1Kw-UIMmo8ra7Y,cpp:S5827,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/tools/heimdall-sbom.cpp,Heimdall-SBOM_heimdall,src/tools/heimdall-sbom.cpp,89,"Replace the redundant type with ""auto"".",OPEN,2min,2min,trevor.bakker@protonmail.com,"clumsy,cppcoreguidelines,since-c++11",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLm1Kw-UIMmo8ra7Z,cpp:S5827,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/tools/heimdall-sbom.cpp,Heimdall-SBOM_heimdall,src/tools/heimdall-sbom.cpp,90,"Replace the redundant type with ""auto"".",OPEN,2min,2min,trevor.bakker@protonmail.com,"clumsy,cppcoreguidelines,since-c++11",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLm1Kw-UIMmo8ra7a,cpp:S5827,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/tools/heimdall-sbom.cpp,Heimdall-SBOM_heimdall,src/tools/heimdall-sbom.cpp,91,"Replace the redundant type with ""auto"".",OPEN,2min,2min,trevor.bakker@protonmail.com,"clumsy,cppcoreguidelines,since-c++11",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLm1Kw-UIMmo8ra7b,cpp:S5827,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/tools/heimdall-sbom.cpp,Heimdall-SBOM_heimdall,src/tools/heimdall-sbom.cpp,93,"Replace the redundant type with ""auto"".",OPEN,2min,2min,trevor.bakker@protonmail.com,"clumsy,cppcoreguidelines,since-c++11",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLm1Kw-UIMmo8ra7c,cpp:S5827,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/tools/heimdall-sbom.cpp,Heimdall-SBOM_heimdall,src/tools/heimdall-sbom.cpp,95,"Replace the redundant type with ""auto"".",OPEN,2min,2min,trevor.bakker@protonmail.com,"clumsy,cppcoreguidelines,since-c++11",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLm1Lw-UIMmo8ra7d,cpp:S5827,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/tools/heimdall-sbom.cpp,Heimdall-SBOM_heimdall,src/tools/heimdall-sbom.cpp,97,"Replace the redundant type with ""auto"".",OPEN,2min,2min,trevor.bakker@protonmail.com,"clumsy,cppcoreguidelines,since-c++11",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLm1Lw-UIMmo8ra7e,cpp:S5827,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/tools/heimdall-sbom.cpp,Heimdall-SBOM_heimdall,src/tools/heimdall-sbom.cpp,99,"Replace the redundant type with ""auto"".",OPEN,2min,2min,trevor.bakker@protonmail.com,"clumsy,cppcoreguidelines,since-c++11",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLm1Lw-UIMmo8ra7f,cpp:S1066,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/tools/heimdall-sbom.cpp,Heimdall-SBOM_heimdall,src/tools/heimdall-sbom.cpp,128,"Merge this ""if"" statement with the enclosing one.",OPEN,5min,5min,trevor.bakker@protonmail.com,clumsy,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLm1Lw-UIMmo8ra7g,cpp:S1066,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/tools/heimdall-sbom.cpp,Heimdall-SBOM_heimdall,src/tools/heimdall-sbom.cpp,139,"Merge this ""if"" statement with the enclosing one.",OPEN,5min,5min,trevor.bakker@protonmail.com,clumsy,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLm1Lw-UIMmo8ra7h,cpp:S3776,CRITICAL,CODE_SMELL,Heimdall-SBOM_heimdall:src/tools/heimdall-sbom.cpp,Heimdall-SBOM_heimdall,src/tools/heimdall-sbom.cpp,179,Refactor this function to reduce its Cognitive Complexity from 78 to the 25 allowed.,OPEN,58min,58min,trevor.bakker@protonmail.com,"architecture,brain-overload",2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLm1Lw-UIMmo8ra7i,cpp:S886,MINOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/tools/heimdall-sbom.cpp,Heimdall-SBOM_heimdall,src/tools/heimdall-sbom.cpp,284,Refactor this loop so that it is less error-prone.,OPEN,10min,10min,trevor.bakker@protonmail.com,based-on-misra,2025-07-28 17:55:36,2025-07-28 17:55:53,
AZhSLm1Lw-UIMmo8ra7j,cpp:S5827,MAJOR,CODE_SMELL,Heimdall-SBOM_heimdall:src/tools/heimdall-sbom.cpp,Heimdall-SBOM_heimdall,src/tools/heimdall-sbom.cpp,405,"Replace the redundant type with ""auto"".",OPEN,2min,2min,trevor.bakker@protonmail.com,"clumsy,cppcoreguidelines,since-c++11",2025-07-28 17:55:36,2025-07-28 17:55:53,
